case_id,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,IL25,PSMC1,NRP1,IL31,S1PR1,LCP2,CYLD,KIR3DL1,JAK2,NR3C1,S100Z,ANOS1,PLXNC1,IL5RA,APOBEC3C,TLR1,GPHA2,STAT3
TCGA-AA-A02O,0,0.005437298,0,0.145408405,0,0.157349134,0.166323312,0.003859261,0.040751899,0,0.015617274,0,0.036995461,0.21434434,0.063701925,0.08304275,0.052500899,0,0,0.014668043,0,0,0.465656767,2.736601265,2.110465513,0.465656767,2.550693162,1.879661287,1.920766845,0.465656767,1.307442021,1.001294509,0.465656767,1.238883111,1.290372816,0.482564334,5.841759576,0.629275624,0.465656767,5.466030917
TCGA-AA-A02R,0.016425003,0,0,0.176779246,0,0.066273073,0.085037484,0.038643674,0.004207486,0,0,0.094998647,0.013619889,0.103539981,0.184533187,0.101264157,0.028396549,0,0.086281624,0,0,0,0.795636422,3.378544987,4.030649922,0.795636422,3.515574204,3.945727796,4.076962564,1.247538226,5.379979633,2.799571052,0.795636422,2.388021218,3.052661527,0.795636422,7.516193985,2.625456762,0.795636422,6.396821844
TCGA-AA-A02W,0.088602444,0,0.014313782,0.057676611,0,0.274111227,0.141424473,0.03665139,0.036875484,0,0.062937774,0,0.031703843,0.103295727,0.066353898,0.053281407,0.019503547,0,0,0,0.013268393,0,0.732244352,3.670138596,2.679344166,0.732244352,2.881657215,2.3641579,3.283745604,0.732244352,2.850501737,2.171775367,1.010389482,1.497000682,2.177426499,0.785733423,5.529504331,1.220882751,0.732244352,5.670857607
TCGA-AA-A03F,0,0.007958626,0.168264537,0.038732402,0,0.204457937,0,0,0.153035796,0,0.04090144,0,0,0.23554406,0,0.002696393,0.035587019,0,0,0.11282179,0,0,0.449694645,2.222089618,1.477701178,0.449694645,2.225242509,2.220465348,1.403381994,0.449694645,1.727238247,0.768132508,0.449694645,0.633815913,1.594430471,0.484637442,4.628479706,0.549136879,0.449694645,5.704563777
TCGA-AD-5900,0.068403597,0,0,0.216688673,0,0.090153236,0.041391484,0.043826067,0.010232929,0,0.003631483,0.043656337,0,0.179320479,0.099301028,0.150568393,0.007547272,0,0.045279022,0,0,0,0.776787896,4.05582944,3.849805343,0.776787896,4.263458254,3.551446359,3.407313122,1.426498996,4.103085638,2.861590333,0.812512946,2.475537118,2.621367181,0.798048116,6.656773452,1.826049789,0.776787896,5.780534935
TCGA-AD-6889,0.053331967,0,0.013444028,0.0090507,0,0.234310965,0,0.052639245,0.059419365,0,0.029460808,0,0,0.192821343,0.021998338,0.085351347,0,0.042728526,0,0.176817603,0.007316789,0.021308978,0.708584238,3.656742554,3.529042586,0.661882282,2.192572331,2.699031124,2.68785862,0.661882282,3.103460841,1.469441311,0.758213799,1.474783626,1.376812832,0.661882282,6.074395563,1.299146593,0.661882282,6.026218682
TCGA-AD-6895,0.004535376,0,0,0.214304213,0,0.100297316,0.096982465,0.092601384,0.000316014,0,0.045819722,0.058398889,0,0.058906406,0.101227659,0.085607004,0.028926779,0.022011389,0.088264004,0,0,0.00180138,0.907704292,4.492577343,4.216240499,0.907704292,4.001819738,3.382934475,3.456968811,1.08249779,4.755089326,2.623538812,0.973737531,2.904000472,2.337376062,0.937402717,5.92721763,1.70393223,0.907704292,6.703913704
TCGA-AD-6963,0.011922391,0,0.038549555,0.272054778,0,0.080002595,0.149228176,0.053474939,0.012609382,0,0.03278566,0,0,0.123637101,0.084768088,0.066218848,0.009989012,0,0,0.016110564,0,0.048648912,0.671779436,3.343492193,2.940555149,0.671779436,3.622264274,3.300348683,3.205120009,0.755047086,3.153898703,2.024429839,0.696500823,1.15489218,1.991451239,0.715405704,4.166251114,1.570052036,0.723458073,6.309251155
TCGA-AD-6964,0.002648204,0,0.018029509,0.16883338,0,0.129084079,0.047014296,0.05351516,0.051629446,0,0,0.021324346,0,0.168132272,0.10709469,0.157358224,0.022700326,0,0.047453235,0,0,0.005182832,0.793101079,3.710308249,4.944706168,0.793101079,4.276662275,4.745908383,3.983056858,0.826425852,3.990411675,3.669435314,0.976999855,3.108120616,4.013804043,0.944551572,5.67536849,3.394057282,0.986478034,6.64163589
TCGA-AF-2690,0.019260349,0,0.094659535,0.047610679,0,0.111101117,0.04487986,0.021712993,0.032480699,0.034808821,0,0.003441832,0,0.235037573,0.089694507,0.191347533,0.025059127,0,0.048318194,0,0,0.000587182,0.732358803,3.527927948,5.340710331,0.732358803,5.968972342,4.885876706,4.003015115,0.732358803,4.013492325,4.461436216,1.048276013,3.337649732,4.126529928,0.927647129,5.768170075,3.54618103,0.798566504,6.688154222
TCGA-AF-3400,0.00921521,0,0,0,0,0.144430322,0.016912782,0,0,0,0.087657441,0,0.0077119,0.246024304,0.007248711,0.109449042,0.003888548,0.022435836,0,0.190624416,0.00908493,0.145316558,0.67020939,3.746087679,5.116478855,0.67020939,5.413428119,6.518075045,3.615110928,0.714482213,3.853887086,4.122517786,1.017254979,1.950028198,3.593169495,0.781927983,4.569666956,4.045129229,0.67020939,6.800683993
TCGA-AF-6655,0.034125611,0,0.044157325,0.005002189,0,0.297356982,0.042441465,0.016172455,0.014442053,0,0.027457844,0,0.010437257,0.183954809,0.0307198,0.142550092,0,0.063712068,0,0.059267903,0,0.028202146,0.870213291,3.870071539,4.048395367,0.870213291,4.284877625,3.370774705,3.660366004,0.870213291,3.936329354,3.00569497,1.026218197,3.322835081,3.249700068,0.953142525,4.273660998,1.945470842,0.870213291,6.312022748
TCGA-AG-3575,0.015443555,0,0.012893461,0.07540931,0,0.149770785,0.134369061,0.00289675,0,0,0.041451631,0,0.013442541,0.057241799,0.064766465,0.152289657,0.011794736,0.140494694,0,0.046072281,0.066140167,0.015523107,0.699152552,3.744173627,4.284690333,0.699152552,3.638320443,3.21637482,3.156032279,0.743476189,3.506307544,3.491198269,0.883286951,2.638241437,3.461402704,0.810996461,5.864865956,3.843271055,0.699152552,5.869756262
TCGA-AG-3586,0.031110512,0,0.040642493,0.087102508,0,0.208733601,0.021293253,0.031996874,0.0504054,0,0.018980413,0.041060887,0.006642485,0.196162681,0.061261519,0.127635312,0,0.018394549,0.045486175,0,0.010845704,0.002245634,0.643775713,3.489551967,3.451315701,0.643775713,3.429018234,2.981923401,2.45597736,0.694489977,2.497702716,1.9701307,0.716960884,1.557517398,2.107711365,0.811452695,4.292969913,1.285810696,0.794082597,5.833793936
TCGA-AG-3587,0.047137043,0,0.010088552,0.080452237,0,0.25375857,0.060109744,0.022895937,0.066322322,0,0.041188957,0,0.003655314,0.232326735,0.054940236,0.112070814,0.006575106,0,0.006144945,0,0,0.002333489,0.717227619,2.887661642,3.058703353,0.717227619,3.453617752,3.014012734,2.817248534,0.717227619,2.514555257,1.997286571,0.717227619,1.937745793,2.211088575,0.741708309,5.661168631,1.415581602,0.717227619,6.457687334
TCGA-AG-3594,0.032315041,0,0,0.180550178,0,0.220568233,0.048807758,0.075290231,0.030420514,0,0.03074015,0,0,0.046945326,0.111365441,0.061850353,0.020396036,0,0,0.010306809,0.011126031,0.119317899,0.68051753,3.186033513,3.133241046,0.68051753,3.772672862,4.43233599,3.713173827,0.864655713,4.756005322,2.282375657,0.880274391,2.044094243,2.678224709,0.762704908,5.502629685,2.765254669,0.68051753,6.348237112
TCGA-AG-3609,0.028758051,0,0.023532904,0.136049417,0,0.086013651,0.025707726,0.011611412,0.063518264,0,0,0.033117333,0,0.350216456,0.051096284,0.137301222,0.013180248,0,0,0.0266341,0,0.013262932,0.693235264,3.247148653,3.19922728,0.693235264,3.856106545,3.056078788,2.842328105,0.693235264,2.336422812,2.838912719,0.874622215,3.111018663,2.417254191,0.785587695,5.91042487,1.707457423,0.693235264,6.086457179
TCGA-AG-3726,0.019604991,0,0,0.042853644,0,0.145839237,0.165202742,0,0.062407711,0,0.022236621,0.058530698,0,0.354991419,0.039255794,0.061160459,0.013903314,0,0,0.014013371,0,0,0.747420743,2.125846246,2.161157897,0.747420743,3.212768381,1.766540624,2.173849325,0.747420743,1.535578886,1.202902895,0.747420743,1.085237087,1.277578204,0.786072231,3.194120037,0.983550354,0.747420743,5.99316662
TCGA-AG-3728,0.054115913,0,0.028853197,0.168090021,0,0.106160057,0.010251871,0.015427954,0.151299892,0,0,0.045312323,0,0.160758555,0.065604609,0.137840519,0.022737631,0,0.033547456,0,0,0,0.699413683,2.831707552,2.969423461,0.699413683,4.408850787,3.508277287,2.670964227,0.699413683,1.710165455,2.003241181,0.849243484,1.786458795,2.171149394,0.76787907,4.999945259,1.324469038,0.699413683,6.565913714
TCGA-AG-3732,0.100899906,0.018855805,0.144389683,0.09387145,0,0.241753158,0.014723376,0.004604578,0.096936663,0,0,0.009867182,0,0.090654655,0.043257163,0.039538417,0,0.019288046,0.079229238,0,0,0.002130679,0.624239332,3.497986397,3.239347187,0.624239332,4.171510232,3.640684305,3.508887263,0.624239332,3.658631499,3.748554231,0.828815497,1.336193361,2.996229127,0.748843194,4.621567513,2.124330058,0.867544087,6.990336993
TCGA-AG-3878,0.041285862,0,0.018874263,0.17415353,0,0.122717837,0.058816128,0.015624385,0.050616126,0,0.008578782,0.040584112,0,0.12910642,0.07611165,0.196359509,0.021914324,0,0.016834022,0,0,0.028423051,0.641216677,2.223847438,2.956513355,0.641216677,3.585760319,3.004125269,2.676303523,0.683052543,1.842158255,2.263514539,0.641216677,2.545629096,2.806170895,0.729831232,4.534341008,1.438273662,0.987075595,6.152775799
TCGA-AG-3882,0.025499461,0,0.026641034,0.256906947,0,0.067267656,0.05206729,0.021710119,0.141251529,0,0.039972415,0.015118314,0.014346581,0.163769777,0.064813795,0.054158059,0.02355946,0,0.032917563,0,0,0,0.468070693,1.847874503,2.32299272,0.468070693,3.300130286,3.258386083,2.507541816,0.468070693,1.599227238,1.731515487,0.655098309,1.328308407,2.140924141,0.497332371,5.173943567,1.059687499,0.468070693,5.954438829
TCGA-AG-3885,0.015103663,0,0.129276213,0.072814523,0,0.084569852,0,0.032853327,0.117522999,0,0.022176564,0.034609295,0,0.197889039,0.053696656,0.168577412,0.028701446,0,0,0.038002298,0.004206712,0,0.698137161,2.308498004,2.192253807,0.698137161,3.46285146,2.324014531,2.435112566,0.753875633,1.871842069,1.872652881,0.778511497,1.22371397,1.455753754,0.698137161,4.893543663,1.477088177,0.698137161,5.711737878
TCGA-AG-A02G,0.110977257,0,0,0.307849017,0,0.08162727,0,0.051496467,0,0,0,0.005811389,0.027054236,0.110489097,0.103993877,0.085677302,0.015266318,0,0,0.085971485,0.013786284,0,0.682295101,2.719839683,1.949507508,0.682295101,2.841926224,1.97165449,3.4429291,0.682295101,1.964130182,1.356754487,0.750256434,0.827282089,1.67608002,0.682295101,5.275913003,1.795886661,0.82213369,6.176606378
TCGA-AH-6547,0.042720939,0.017089152,0.117246267,0.093672527,0,0.118887838,0,0.030175983,0.074624742,0,0.002209733,0,0,0.258761232,0.039795698,0.165425157,0,0,0.019521562,0,0.019252204,0.000616967,0.665196457,3.331631304,3.991072419,0.665196457,4.569317692,4.222110409,4.130355471,0.731907036,3.873227327,4.039603885,1.016071132,2.618578672,3.766482789,1.185994826,5.711430806,2.729846887,0.665196457,6.874837361
TCGA-AM-5820,0.075122398,0,0,0.101056354,0,0.157229112,0,0.00254595,0.060698717,0,0,0,0.021883963,0.189065203,0.047430706,0.205586646,0.043172061,0,0,0.089366495,0.006842395,0,0.751873874,4.037673482,3.691478475,0.751873874,4.20299054,2.255255788,2.644811175,0.751873874,3.600817839,2.548800495,1.005911411,2.973222643,2.246573029,0.760982684,3.993019994,1.813785523,0.751873874,6.26617859
TCGA-AY-6196,0.018051301,0.010999122,0.078165087,0.123392342,0,0.138638049,0.013756237,0.039731444,0.070009922,0,0,0.000794846,0.023583156,0.217398338,0.095631053,0.139534275,0.026922343,0,0.003392484,0,0,0,0.88903353,3.399869398,6.36250291,0.977072086,6.250811714,5.541312354,4.803419141,0.917624266,4.467569198,5.140084815,1.121285953,3.817296583,4.712570139,1.230654318,6.540755739,4.383817,0.975041592,7.01324833
TCGA-AZ-4614,0.004804738,0,0,0.276009957,0,0.073410446,0.005051567,0.104424008,0.04053524,0,0.009498748,0.029936105,0.03494395,0.156188299,0.120636745,0.009792594,0,0.031290137,0,0.079734048,0.023743417,0,0.66322958,3.40545013,2.75372263,0.66322958,2.023638021,1.692601609,3.129891674,0.66322958,2.258624389,1.304639471,0.66322958,1.473664128,1.120870306,0.66322958,4.384163129,1.536279699,0.66322958,5.552038083
TCGA-AZ-6599,0.134736655,0,0.109116878,0.173638389,0,0.272029992,0,0.031773117,0.064839596,0,0,0.075285359,0.014870255,0.012648467,0.02873651,0.044191029,0,0.00787406,0.030259693,0,0,0,0.710032896,3.119937544,1.846540616,0.710032896,2.864804676,1.697284045,2.666633059,0.710032896,3.223443798,1.3658432,0.778000422,0.784353716,1.300065916,0.710032896,2.86770789,1.043238148,0.710032896,6.200705064
TCGA-CA-5796,0,0,0.209205962,0.07699835,0,0.359209055,0.009461393,0.00637734,0.030912563,0,0,0.010623255,0,0.096419044,0.025908786,0.076163549,0.074209179,0.006137609,0.018373917,0,0,0,0.809733353,3.43072929,3.051335,0.809733353,3.671820876,3.166375821,3.581645124,0.872052552,4.728902743,2.528284805,0.855318741,1.281687619,2.212018836,0.876711858,3.912470083,3.0862991,0.809733353,6.884109054
TCGA-CA-6716,0.076076684,0,0.040071597,0.034922903,0,0.139964408,0.103412592,0,0.044795497,0,0.074721546,0,0.019356856,0.322494408,0.001344384,0.066742633,0.017371708,0,0,0.058724786,0,0,0.883487075,3.732045722,3.594499093,0.946688359,3.741140889,2.285660552,3.688946287,0.883487075,3.017274155,2.457510668,0.942060565,4.627911492,1.813193402,0.892309119,6.576283046,1.406955892,0.883487075,6.688225256
TCGA-CK-5912,0.073573986,0,0.103967727,0,0,0.196474053,0.038479815,0.027654638,0.004714092,0,0.010425019,0,0,0.408586222,0.030689306,0.038342177,0.034695847,0,0,0.032397117,0,0,0.853308861,3.224013841,4.18283492,0.853308861,4.426793185,3.120315424,4.224698772,0.853308861,3.426587398,2.655878474,0.892153603,1.849298949,2.137049203,0.943671881,5.524997391,1.59337672,0.853308861,6.985082703
TCGA-CK-5915,0.086260295,0,0,0.039177882,0,0.368030827,0.158677598,0,0.013624757,0,0.119310748,0,0.056047204,0.045343034,0,0.021751248,0.014815802,0.030951252,0,0.046009353,0,0,0.902027496,4.165147559,3.029497018,0.902027496,3.10878448,2.123426754,3.351198993,0.902027496,3.010974746,1.931678687,0.969895456,1.130451515,1.813171574,0.912277568,6.372937188,1.359951839,0.902027496,6.720886235
TCGA-CK-6748,0.004773116,0,0,0.019537944,0,0.09810891,0,0,0.043600304,0,0,0.011582731,0,0.62155046,0.014848159,0.073501988,0.002545802,0.011971045,0,0.071609146,0.019180115,0.007190279,0.782508486,3.627651245,4.411696986,0.782508486,4.183626929,3.49255248,3.177312894,0.782508486,2.71116154,2.820879345,0.807887328,3.450019626,2.639900344,0.797589689,5.732176944,2.085940199,0.782508486,6.153632384
TCGA-CM-4747,0.000809835,0,0.018413958,0.083966632,0,0.132780718,0,0.01680371,0.13585226,0,0.015376564,0,0,0.388893208,0.024852555,0.097242632,0,0,0,0.085007929,0,0,0.5981304,2.000417739,2.177028934,0.5981304,2.740317695,1.596862002,2.196602327,0.5981304,1.438443767,1.539092434,0.5981304,1.253073636,1.317149603,0.5981304,3.615970731,0.672843444,0.5981304,5.726884882
TCGA-CM-5348,0.024610732,0,0,0.007491572,0,0.054075361,0,0,0.023142677,0,0,0.008107953,0,0.729160475,0.018879454,0.063422261,0.026036343,0.003290738,0.041782434,0,0,0,0.833228233,3.402388264,5.10943097,0.833228233,4.289834388,4.063226758,3.616570473,0.833228233,3.361213854,4.714197568,1.053389339,3.196184502,3.534195215,0.918669261,4.94152,2.578695345,0.833228233,6.551492306
TCGA-CM-5861,0.002721385,0,0,0.05571124,0,0.332318748,0,0.083855101,0.033665416,0,0.019614281,0,0,0.17769389,0.180983823,0,0.021568377,0,0,0.073109847,0,0.018757892,0.6880236,3.285293505,3.21743079,0.6880236,3.336989183,1.865004756,3.286829456,0.719654916,3.785109133,1.64482907,0.6880236,1.860725264,1.312466302,0.6880236,4.473330579,1.351100744,0.6880236,6.462387407
TCGA-CM-6164,0.026976455,0,0.044864939,0.134157897,0,0.154795821,0,0.085673519,0.000529357,0,0,0.048075593,0,0.292428593,0.100519725,0.069887624,0,0,0,0.039369171,0,0.002721306,0.797757502,3.434715687,3.499942934,0.797757502,4.497325347,3.477180399,3.470946196,0.833747486,3.658379097,2.51214371,0.824019066,1.579917936,2.017318227,0.813365193,5.234746814,1.411578042,0.852624145,6.343084668
TCGA-CM-6168,0.04136088,0,0.00979838,0.031682831,0,0.141719946,0,0.043779154,0.047259913,0,0.005343858,0,0,0.254059311,0.084829211,0.158363468,0.026738767,0,0,0.097289825,0.024560295,0.03321416,0.927885439,4.037720355,5.32698679,0.927885439,5.16619876,4.850437256,3.951084715,0.927885439,4.054440091,3.93900139,1.317015191,4.671573813,3.994707935,1.178159859,4.945740732,3.242666059,1.048380607,6.736293144
TCGA-CM-6676,0.050837866,0,0.001900051,0.00983663,0,0.175533662,0.10267972,0.013284522,0.022869547,0,0.105456837,0,0,0.404115317,0.028402345,0.041017009,0.010051352,0,0,0.034015142,0,0,0.795459075,3.66066448,3.263856798,0.861126479,3.917153544,2.790798865,2.944417902,0.795459075,2.620450086,2.541603267,0.885816784,2.04000289,2.091898392,0.813747243,7.408841618,1.308462203,0.859600528,6.689328955
TCGA-D5-6534,0,0,0.015975671,0.05472194,0,0.113788081,0.005435317,0.037968387,0.064564844,0,0,0.014171503,0,0.322508423,0.07485968,0.11339858,0.156342108,0,0.020538231,0,0.001018971,0.004708266,0.994258456,4.045035324,5.672272498,0.96014889,5.443201045,5.157523184,4.604590579,0.976656255,4.217598588,4.714434395,1.412453542,3.998103859,5.008649626,1.147598069,6.350179547,4.024192569,0.96014889,6.6559078
TCGA-D5-6535,0.028596587,0,0.082875616,0.005055135,0,0.205445589,0.006376937,0.064377998,0.056596149,0.002765362,0.025435851,0,0,0.249952564,0.091667839,0.122902408,0,0.007833412,0,0.050118551,0,0,0.797495446,3.223003807,3.826063128,0.748698086,3.726121997,3.566429388,4.436414783,0.748698086,4.556350585,2.627019298,0.816522662,2.106397477,2.595521123,0.87650403,5.392434238,2.078693639,0.748698086,6.865156003
